(6, 8)
(6, 9)
(7, 5)
(7, 6)
(7, 7)
(7, 8)
(7, 9)
(7, 10)
(7, 11)
(8, 8)
(8, 9)
(8, 10)
(8, 11)
(16, 13)
(16, 14)
(17, 0)
(17, 1)
(17, 2)
(17, 13)
(17, 14)
(18, 0)
(18, 1)
(18, 2)
(18, 3)
(18, 12)
(18, 13)
(18, 14)
(19, 0)
(19, 1)
(19, 2)
(19, 3)
(19, 4)
(19, 5)
(19, 6)
(19, 7)
(19, 8)
(19, 12)
(19, 13)
